,mol_idx,atom_idx,experimental_shift,dft_shift
26404,20050085,6,45.2,44.25
26405,20050085,7,148.3,146.85
26406,20050085,8,144.4,147.98
26407,20050085,9,114.9,116.66
26408,20050085,10,112.9,113.13
26409,20050085,11,11.2,10.67
26410,20050085,12,9.6,9.47
26411,20050087,0,124.7,123.99
26412,20050087,1,110.0,108.38
26413,20050087,2,149.0,148.17
26414,20050087,3,102.9,102.66
26415,20050087,4,143.8,145.38
26416,20050087,5,118.9,120.09
26417,20050087,6,156.9,154.09
26418,20050087,7,149.1,150.76
26419,20050087,8,149.4,148.57
26420,20050087,9,127.4,126.94
26421,20050087,10,112.5,114.96
26422,20050087,11,53.9,56.52
26423,20050087,12,41.7,45.03
26424,20050087,13,104.0,99.83
26425,20050087,14,112.0,113.11
26426,20050087,15,116.3,118.34
26427,20050087,16,156.0,156.05
26428,20050087,17,47.9,51.82
26429,20050087,18,55.5,52.31
26430,20050088,0,144.2,144.58
26431,20050088,1,44.0,42.81
26432,20050088,2,34.4,36.0
26433,20050088,3,171.8,168.12
26434,20050092,0,156.9,153.5
26435,20050092,1,150.0,147.69
26436,20050092,2,139.3,137.86
26437,20050092,3,113.7,114.41
26438,20050092,4,139.0,136.03
26439,20050092,5,38.9,38.31
26440,20050092,6,20.9,22.62
26441,20050092,7,43.1,44.17
26442,20050092,8,27.8,26.09
26443,20050092,9,137.1,140.89
26444,20050092,10,125.9,125.82
26445,20050092,11,50.8,50.45
26446,20050092,12,176.6,167.58
26447,20050092,13,52.8,51.57
26448,20050096,0,150.5,147.11
26449,20050096,2,128.0,121.59
26450,20050096,3,154.3,152.51
26451,20050096,4,166.2,164.75
26452,20050096,5,157.3,159.12
26453,20050096,6,27.5,26.54
26454,20050096,7,25.9,25.71
26455,20050096,8,168.0,165.74
26456,20050096,9,19.8,19.59
26457,20050096,10,68.3,67.16
26458,20050096,11,17.1,15.58
26459,20050096,12,170.9,169.95
26460,20050096,13,21.0,19.95
26461,20050098,0,114.2,112.54
26462,20050098,1,120.8,121.78
26463,20050098,2,110.0,110.24
26464,20050098,3,135.7,138.79
26465,20050098,4,13.9,15.1
26466,20050098,5,12.6,13.84
26467,20050098,6,166.2,163.85
26468,20050098,7,58.9,58.62
26469,20050098,8,14.5,13.4
26470,20050102,0,175.3,177.65
26471,20050102,1,90.9,88.56
26472,20050102,2,158.8,167.19
26473,20050102,3,167.6,155.74
26474,20050102,4,117.7,119.92
26475,20050102,5,12.8,15.71
26476,20050102,6,136.2,136.8
26477,20050102,7,128.7,129.7
26478,20050102,8,129.1,128.4
26479,20050102,9,131.0,131.82
26480,20050102,10,129.1,127.7
26481,20050102,11,128.7,129.71
26482,20050102,12,44.3,43.39
26483,20050102,13,66.6,65.33
26484,20050102,14,66.6,65.43
26485,20050102,15,44.3,43.4
26486,20050107,0,45.2,45.13
26487,20050107,1,169.6,168.67
26488,20050107,2,127.8,136.48
26489,20050107,3,134.8,133.76
26490,20050107,4,66.8,67.38
26491,20050107,5,131.9,132.18
26492,20050107,6,129.6,129.82
26493,20050107,7,133.6,130.02
26494,20050107,8,129.2,136.37
26495,20050107,9,139.4,140.35
26496,20050107,14,126.4,129.08
26497,20050107,13,128.6,128.75
26498,20050107,12,127.8,128.23
26499,20050107,11,128.6,128.3
26500,20050107,10,126.4,126.67
26501,20050107,15,38.6,37.99
26502,20050114,0,47.9,51.75
26503,20050114,1,43.8,44.62
26504,20050114,3,24.1,28.93
26505,20050114,2,24.1,26.25
26506,20050114,4,47.6,48.31
26507,20050114,5,121.5,125.58
26508,20050114,7,7.6,9.41
26509,20050114,6,8.2,7.04
26510,20050123,0,127.1,127.99
26511,20050123,1,128.4,128.49
26512,20050123,2,128.5,126.54
26513,20050123,3,136.1,138.24
26514,20050123,4,128.5,127.63
26515,20050123,5,128.4,127.65
26516,20050123,6,79.5,75.01
26517,20050123,7,171.0,170.6
26518,20050123,8,52.0,50.0
26519,20050123,9,70.2,69.12
26520,20050123,10,133.6,139.64
26521,20050123,11,118.0,122.0
26522,20050141,0,110.1,110.48
26523,20050141,1,137.9,138.17
26524,20050141,2,167.4,166.21
26525,20050141,3,20.5,20.55
26526,20050141,4,110.1,110.48
26527,20050141,5,137.9,138.18
26528,20050141,6,167.4,166.21
26529,20050141,7,20.5,20.55
26530,20050142,0,29.1,28.91
26531,20050142,1,205.5,204.97
26532,20050142,2,44.9,46.19
26533,20050142,3,114.8,117.55
26534,20050142,4,17.9,17.21
26535,20050142,5,132.2,130.79
26536,20050142,6,167.5,165.98
26537,20050142,7,20.5,20.44
26538,20050143,0,119.0,120.87
26539,20050143,1,147.9,152.61
26540,20050143,2,167.4,169.84
26541,20050143,3,20.5,21.05
26542,20050143,4,19.8,22.03
26543,20050143,5,14.4,14.24
26544,20050143,6,30.7,31.72
26545,20050143,7,19.8,23.87
26546,20050143,8,13.5,13.97
26547,20050145,0,114.7,119.37
26548,20050145,1,147.8,150.06
26549,20050145,2,169.3,169.42
26550,20050145,3,19.6,20.91
26551,20050145,4,16.4,18.85
26552,20050145,5,52.0,52.37
26553,20050145,6,208.9,208.42
26554,20050145,7,28.5,30.2
26555,20050145,8,24.3,24.74
26556,20050145,9,11.1,11.64
26557,20050148,0,82.9,86.67
26558,20050148,1,81.3,81.79
26559,20050148,2,122.1,122.77
26560,20050148,3,132.1,136.7
26561,20050148,4,22.7,23.75
26562,20050148,5,62.7,63.63
26563,20050148,6,170.5,170.36
26564,20050148,7,20.6,20.51
26565,20050150,0,111.5,98.27
26566,20050150,1,147.3,161.25
26567,20050150,2,153.8,151.15
26568,20050150,3,92.2,97.86
26569,20050150,4,175.5,167.32
26570,20050150,5,151.5,153.3
26571,20050150,6,162.9,170.12
26572,20050150,7,26.6,32.24
26573,20050150,8,13.7,9.76
26574,20050153,0,92.8,97.88
26575,20050153,1,151.5,159.33
26576,20050153,2,154.4,156.11
26577,20050153,3,115.6,96.07
26578,20050153,4,154.3,154.51
26579,20050153,5,187.5,194.0
26580,20050153,6,156.9,152.16
26581,20050153,7,53.7,51.8
26582,20050153,8,24.4,29.15
26583,20050153,9,14.3,9.54
26584,20050159,0,133.4,149.16
26585,20050159,1,120.8,125.72
26586,20050159,2,159.1,157.43
26587,20050159,3,61.9,59.18
26588,20050159,4,122.4,123.08
26589,20050168,0,129.4,129.22
26590,20050168,1,113.4,108.81
26591,20050168,2,159.4,158.94
26592,20050168,3,114.0,118.25
26593,20050168,4,134.5,134.13
26594,20050168,5,121.2,118.78
26595,20050168,6,128.4,130.7
26596,20050168,7,121.1,132.31
26597,20050168,8,55.1,52.06
26598,20050169,4,128.4,128.43
26599,20050169,3,128.8,128.17
26600,20050169,2,133.6,134.16
26601,20050169,1,128.8,128.82
26602,20050169,0,128.4,129.07
26603,20050169,5,136.8,137.22
26604,20050169,6,186.4,182.28
26605,20050169,7,124.0,124.06
26606,20050169,8,135.4,150.54
26607,20050187,0,127.6,128.08
26608,20050187,5,128.1,127.52
26609,20050187,4,127.8,130.06
26610,20050187,3,137.6,139.62
26611,20050187,2,127.8,131.51
26612,20050187,1,128.1,129.38
26613,20050187,6,72.2,69.97
26614,20050187,7,76.8,69.99
26615,20050187,8,173.3,173.85
26616,20050187,9,51.3,49.68
26617,20050187,10,41.8,41.43
26618,20050187,11,24.4,25.04
26619,20050187,12,21.6,17.95
26620,20050187,13,22.9,22.2
26621,20050189,2,18.9,18.97
26622,20050189,1,29.1,34.16
26623,20050189,0,19.5,16.28
26624,20050189,6,76.8,76.93
26625,20050189,7,56.8,70.47
26626,20050189,8,169.3,167.11
26627,20050189,11,62.2,61.43
26628,20050189,12,15.3,12.97
26629,20050190,0,25.8,26.7
26630,20050190,1,127.9,131.36
26631,20050190,2,129.8,133.64
26632,20050190,3,32.0,33.06
26633,20050190,4,28.6,29.2
26634,20050190,5,20.7,22.92
26635,20050190,6,40.4,40.53
26636,20050190,7,172.9,172.77
26637,20050190,8,51.1,49.77
26638,20050419,0,151.7,152.11
26639,20050419,1,116.6,112.8
26640,20050419,2,156.1,155.68
26641,20050419,3,116.6,111.58
26642,20050419,4,151.7,151.27
26643,20050419,5,38.1,40.17
26644,20050420,0,67.0,57.47
26645,20050420,1,14.9,13.6
26646,20050420,2,37.8,38.08
26647,20050421,0,143.5,137.38
26648,20050421,1,145.9,146.65
26649,20050421,2,129.6,125.59
26650,20050421,3,124.3,124.72
26651,20050421,4,37.3,40.06
26652,20050421,5,148.2,145.57
26653,20050422,0,140.6,140.95
26654,20050422,1,115.7,116.92
26655,20050422,2,157.4,157.62
26656,20050422,3,147.9,147.95
26657,20050422,4,40.6,43.12
26658,20050422,5,122.8,122.57
26659,20050424,0,149.6,145.79
26660,20050424,1,116.8,121.18
26661,20050424,2,130.6,130.57
26662,20050424,3,117.8,119.67
26663,20050424,4,139.9,138.76
26664,20050424,5,112.8,117.21
26665,20050424,6,37.2,38.41
26666,20050424,7,39.5,38.57
26667,20050428,0,49.9,50.94
26668,20050428,1,51.9,53.52
26669,20050428,2,164.3,165.27
26670,20050428,3,49.4,53.81
26671,20050428,4,133.1,141.77
26672,20050428,5,117.1,117.45
26673,20050428,6,13.9,15.13
26674,20050435,0,171.5,168.36
26675,20050435,1,43.6,42.26
26676,20050435,2,22.7,22.03
26677,20050435,3,41.6,48.8
26678,20050437,0,96.1,99.37
26679,20050437,4,84.6,91.96
26680,20050437,3,133.8,141.62
26681,20050437,2,133.8,139.3
26682,20050437,1,84.6,87.18
26683,20050437,6,163.0,173.26
26684,20050437,5,163.0,166.91
26685,20050440,0,54.6,60.56
26686,20050440,1,155.0,164.78
26687,20050440,2,162.2,154.29
26688,20050440,3,165.7,165.68
26689,20050440,4,54.6,52.47
26690,20050440,5,54.4,53.33
26691,20050441,0,31.4,38.95
26692,20050441,1,16.3,19.96
26693,20050441,2,43.7,50.63
26694,20050441,3,78.5,89.24
26695,20050441,4,155.4,159.48
26696,20050441,5,73.8,80.57
26697,20050441,6,168.3,168.29
26698,20050441,7,51.8,54.08
26699,20050441,8,22.0,21.81
26700,20050441,9,22.2,20.18
26701,20050441,10,62.6,61.56
26702,20050441,11,14.0,13.1
26703,20050445,0,169.7,170.07
26704,20050445,1,53.2,52.61
26705,20050445,2,39.3,38.54
26706,20050445,3,173.1,171.14
26707,20050445,4,51.1,50.51
26708,20050445,5,52.2,51.51
26709,20050447,0,165.8,167.09
26710,20050447,1,70.5,80.32
26711,20050447,2,62.2,62.18
26712,20050447,3,53.8,52.29
26713,20050453,0,168.4,167.21
26714,20050453,1,29.3,34.81
26715,20050453,2,32.3,32.14
26716,20050453,3,55.7,56.38
26717,20050453,4,21.2,19.93
26718,20050453,5,89.2,89.65
26719,20050453,6,185.9,180.06
26720,20050453,7,137.7,138.58
26721,20050453,8,122.1,124.5
26722,20050454,4,126.8,125.7
26723,20050454,3,128.6,128.84
26724,20050454,2,128.5,128.75
26725,20050454,1,128.6,127.43
26726,20050454,0,126.8,129.76
26727,20050454,5,138.7,141.03
26728,20050454,6,75.2,75.28
26729,20050454,7,59.1,61.71
26730,20050454,8,168.8,169.46
26731,20050454,11,62.3,61.59
26732,20050454,12,13.8,13.1
26733,20050460,0,53.4,51.54
26734,20050460,1,167.2,168.37
26735,20050460,2,58.1,57.36
26736,20050460,3,157.5,159.09
26737,20050460,4,86.7,83.1
26738,20050460,5,55.9,53.34
26739,20050477,0,15.9,11.9
26740,20050477,1,69.9,67.06
26741,20050477,2,21.9,33.65
26742,20050477,3,136.7,138.55
26743,20050477,4,127.0,132.6
26744,20050477,5,128.0,127.83
26745,20050477,6,125.9,126.0
26746,20050477,7,128.0,127.74
26747,20050477,8,127.0,129.27
26748,20050477,9,157.9,161.74
26749,20050477,10,38.7,42.8
26750,20050477,11,29.4,25.86
26751,20050477,12,38.4,37.24
26752,20050477,13,206.1,211.08
26753,20050477,14,27.2,31.88
26754,20050478,0,11.1,8.09
26755,20050478,1,64.6,64.2
26756,20050478,2,11.1,16.08
26757,20050478,3,158.2,157.88
26758,20050478,4,42.3,43.33
26759,20050478,5,29.5,26.64
26760,20050478,6,38.8,39.61
26761,20050478,7,206.4,210.38
26762,20050495,0,120.9,119.48
26763,20050495,1,123.6,124.85
26764,20050495,2,138.1,136.43
26765,20050495,3,147.1,144.74
26766,20050495,4,146.6,149.69
26767,20050495,5,55.9,52.21
26768,20050495,6,134.5,134.0
26769,20050495,7,128.6,127.89
26770,20050495,8,129.5,129.72
26771,20050495,9,145.0,147.08
26772,20050495,10,129.5,128.36
26773,20050495,11,128.6,129.25
26774,20050495,12,21.7,21.42
26775,20050496,0,26.1,26.8
26776,20050496,1,25.5,27.3
26777,20050496,2,26.1,26.95
26778,20050496,3,28.4,29.84
26779,20050496,4,39.3,43.36
26780,20050496,5,28.4,30.55
26781,20050496,6,71.1,71.37
26782,20050496,7,156.7,155.37
26783,20050496,8,91.6,92.94
26784,20050496,9,10.9,12.18
26785,20050496,10,53.5,51.29
26786,20050519,0,124.1,123.66
26787,20050519,1,122.2,120.7
26788,20050519,2,130.8,130.92
26789,20050519,3,114.7,114.11
26790,20050519,4,140.0,139.6
26791,20050519,5,118.7,116.67
26792,20050519,6,143.3,144.18
26793,20050519,7,161.8,157.62
26794,20050519,8,119.5,116.6
26795,20050519,9,61.9,61.91
26796,20050519,10,29.3,26.8
26797,20050519,11,170.3,170.39
26798,20050519,12,20.8,20.5
26799,20050545,0,140.1,139.99
26800,20050545,1,114.2,112.36
26801,20050545,2,130.9,137.21
26802,20050545,3,119.9,117.68
26803,20050545,4,132.1,133.21
26804,20050545,5,165.0,162.28
26805,20050545,6,11.9,12.15
26806,20050545,7,161.9,157.81
26807,20050545,8,59.7,58.96
26808,20050545,9,60.5,59.44
26809,20050548,0,116.4,115.5
26810,20050548,1,132.0,131.12
26811,20050548,2,116.2,116.5
26812,20050548,3,135.5,136.32
26813,20050548,4,161.5,159.18
26814,20050548,5,135.4,135.97
26815,20050548,6,59.7,59.26
26816,20050548,11,127.3,133.31
26817,20050548,10,130.4,126.85
26818,20050548,9,126.5,126.28
26819,20050548,8,130.4,126.59
26820,20050548,7,127.3,130.46
26821,20050548,12,9.3,9.48
26822,20050548,13,19.5,21.44
26823,20050548,14,13.4,14.82
26824,20050548,15,14.1,13.16
26825,20050554,0,128.4,105.42
26826,20050554,1,139.5,137.03
26827,20050554,2,105.6,105.96
26828,20050554,3,136.8,140.95
26829,20050554,4,161.5,158.77
26830,20050554,5,165.4,162.73
26831,20050554,6,14.0,15.27
26832,20050554,7,51.1,49.32
26833,20050554,8,59.8,58.86
26834,20050554,9,14.2,12.21
26835,20050554,10,144.3,144.61
26836,20050554,15,117.4,118.67
26837,20050554,14,128.4,128.82
26838,20050554,13,120.9,119.72
26839,20050554,12,128.4,128.05
26840,20050554,11,117.4,115.61
26841,20050555,1,105.6,106.31
26842,20050555,2,129.9,132.89
26843,20050555,3,119.5,119.49
26844,20050555,4,13.7,15.38
26845,20050555,5,170.5,162.45
26846,20050555,6,133.0,130.71
26847,20050555,11,126.6,123.36
26848,20050555,10,128.7,128.93
26849,20050555,9,125.6,125.93
26850,20050555,8,128.7,128.68
26851,20050555,7,126.6,126.46
26852,20050555,12,50.7,48.99
26853,20050555,13,164.4,169.47
26854,20050555,14,20.8,21.25
26855,20050556,0,112.1,111.86
26856,20050556,1,132.6,132.28
26857,20050556,2,111.3,110.8
26858,20050556,3,140.3,138.61
26859,20050556,4,161.5,159.44
26860,20050556,5,135.3,137.09
26861,20050556,7,47.1,49.96
26862,20050556,6,47.1,43.16
26863,20050556,8,9.8,7.98
26864,20050556,10,13.4,13.43
26865,20050556,9,13.4,9.13
26866,20050556,11,50.8,48.58
26867,20050556,16,130.3,129.93
26868,20050556,15,127.4,127.26
26869,20050556,14,126.6,126.13
26870,20050556,13,127.4,127.29
26871,20050556,12,130.3,131.99
26872,20050558,0,133.5,137.07
26873,20050558,1,101.8,102.17
26874,20050558,2,132.7,131.54
26875,20050558,3,110.9,109.86
26876,20050558,4,13.8,15.35
26877,20050558,5,165.9,163.11
26878,20050558,6,133.0,133.1
26879,20050558,11,123.1,122.11
26880,20050558,10,128.5,129.08
26881,20050558,9,128.5,123.15
26882,20050558,8,128.5,128.78
26883,20050558,7,123.1,124.12
26884,20050558,12,58.5,58.94
26885,20050558,13,14.4,13.33
26886,20050793,0,161.3,160.54
26887,20050793,1,135.0,134.9
26888,20050793,2,148.2,144.86
26889,20050793,3,123.8,123.5
26890,20050793,4,162.6,160.55
26891,20050793,5,61.1,60.39
26892,20050793,6,126.8,127.17
26893,20050793,7,129.8,129.52
26894,20050793,8,141.4,143.37
26895,20050793,9,129.8,128.71
26896,20050793,10,126.8,125.75
26897,20050793,11,21.4,21.31
26898,20050793,12,14.2,13.11
26899,20050794,0,164.2,165.71
26900,20050794,1,106.7,103.44
26901,20050794,2,142.7,142.76
26902,20050794,3,100.7,102.16
26903,20050794,4,166.5,164.86
26904,20050794,5,12.3,15.36
26905,20050794,6,50.7,48.97
26906,20050794,7,6.9,3.38
26907,20050794,8,6.9,8.54
26908,20050796,0,140.6,141.32
26909,20050796,1,109.2,119.9
26910,20050796,2,120.2,114.53
26911,20050796,3,115.5,112.89
26912,20050796,4,160.6,159.23
26913,20050796,5,61.2,60.86
26914,20050796,6,14.1,12.95
26915,20050796,7,54.9,55.49
26916,20050796,8,22.2,21.89
26917,20050796,9,22.2,21.89
26918,20050797,0,135.3,135.84
26919,20050797,1,136.6,135.48
26920,20050797,2,123.9,124.94
26921,20050797,3,12.1,12.18
26922,20050797,4,11.3,12.27
26923,20050797,5,169.1,168.56
26924,20050797,6,42.2,44.41
26925,20050797,7,124.3,126.34
26926,20050797,8,130.2,128.22
26927,20050797,9,114.4,109.06
26928,20050797,10,159.1,158.41
26929,20050797,11,114.4,117.96
26930,20050797,12,130.2,130.06
26931,20050797,13,55.2,51.99
26932,20050798,0,97.8,91.55
26933,20050798,1,137.7,137.69
26934,20050798,2,35.9,33.59
26935,20050798,3,148.2,147.05
26936,20050798,4,133.5,133.3
26937,20050798,9,124.8,124.98
26938,20050798,8,127.9,128.34
26939,20050798,7,127.4,127.01
26940,20050798,6,127.9,128.09
26941,20050798,5,124.8,123.48
26942,20050800,0,125.1,128.93
26943,20050800,1,130.0,130.55
26944,20050800,2,140.3,139.91
26945,20050800,3,107.7,107.77
26946,20050800,4,161.2,160.46
26947,20050800,5,52.2,50.45
26948,20050802,0,115.3,111.77
26949,20050802,1,106.4,103.73
26950,20050802,2,137.1,130.85
26951,20050802,3,188.4,185.79
26952,20050802,4,131.3,140.01
26953,20050802,5,33.6,33.57
26954,20050802,6,126.6,129.06
26955,20050802,11,128.3,125.78
26956,20050802,10,115.0,109.32
26957,20050802,9,158.4,157.25
26958,20050802,8,115.0,117.94
26959,20050802,7,128.3,126.38
26960,20050802,12,55.3,51.87
26961,20050802,13,27.4,27.39
26962,20050805,0,108.6,109.33
26963,20050805,1,134.4,135.77
26964,20050805,2,33.7,34.22
26965,20050805,3,145.0,144.51
26966,20050805,4,170.3,171.42
26967,20050805,5,52.1,50.6
26968,20050805,6,13.3,13.65
26969,20050805,7,59.5,58.68
26970,20050805,8,30.2,29.84
26971,20050805,9,30.2,27.49
26972,20050805,10,30.2,27.37
26973,20050808,0,116.6,109.85
26974,20050808,1,138.3,141.01
26975,20050808,2,179.6,180.77
26976,20050808,3,141.6,150.48
26977,20050808,4,185.8,185.91
26978,20050810,0,144.7,145.8
26979,20050810,1,93.7,92.41
26980,20050810,2,146.7,145.7
26981,20050810,3,33.9,34.1
26982,20050810,4,14.0,14.65
26983,20050810,5,161.8,159.37
26984,20050810,6,115.1,114.61
26985,20050810,7,147.9,150.58
26986,20050810,8,133.9,132.8
26987,20050810,9,128.1,133.59
26988,20050810,10,128.7,129.21
26989,20050810,11,130.9,132.18
26990,20050810,12,128.7,128.77
26991,20050810,13,128.1,125.5
26992,20050811,0,120.0,119.99
26993,20050811,1,141.9,143.07
26994,20050811,2,143.2,145.69
26995,20050811,3,123.1,121.85
26996,20050811,4,12.4,12.54
26997,20050811,5,140.6,141.88
26998,20050811,6,8.6,7.86
26999,20050811,7,17.9,19.6
27000,20050811,8,15.8,15.99
27001,20050811,9,62.3,59.91
27002,20050811,11,116.3,121.74
27003,20050811,10,117.5,119.5
27004,20050812,0,165.3,166.45
27005,20050812,1,164.7,165.04
27006,20050812,2,14.3,16.5
27007,20050813,0,160.6,166.73
27008,20050813,1,100.7,100.93
27009,20050813,2,168.7,162.08
27010,20050813,3,13.9,15.52
27011,20050813,4,111.8,110.82
27012,20050813,5,135.3,136.64
27013,20050813,6,132.7,131.37
27014,20050813,7,127.1,131.71
27015,20050813,8,129.6,129.08
27016,20050813,9,139.5,141.79
27017,20050813,10,129.6,129.5
27018,20050813,11,127.1,123.11
27019,20050813,12,21.4,21.11
27020,20050814,0,160.9,168.07
27021,20050814,1,99.1,98.18
27022,20050814,2,169.9,162.49
27023,20050814,3,13.9,15.61
27024,20050814,4,127.2,126.62
27025,20050814,5,125.8,125.04
27026,20050814,6,128.9,129.05
27027,20050814,7,130.3,130.58
27028,20050814,8,128.9,128.83
27029,20050814,9,125.8,125.95
27030,20050819,0,167.2,167.51
27031,20050819,1,99.0,98.32
27032,20050819,2,162.5,159.83
27033,20050819,3,113.4,111.17
27034,20050819,4,128.5,126.75
27035,20050819,5,135.6,135.46
27036,20050819,6,15.4,14.89
27037,20050819,11,128.3,124.74
27038,20050819,10,114.3,117.94
27039,20050819,9,160.3,160.16
27040,20050819,8,114.3,108.41
27041,20050819,7,128.3,133.03
27042,20050819,12,55.3,52.21
27043,20050821,0,185.6,173.76
27044,20050821,1,148.5,149.52
27045,20050821,2,101.1,93.0
27046,20050821,3,75.5,76.99
27047,20050821,4,30.2,20.78
27048,20050821,5,30.2,18.92
27049,20050821,6,110.8,113.41
27050,20050842,0,164.1,163.44
27051,20050842,1,97.3,98.87
27052,20050842,2,64.2,62.6
27053,20050842,3,14.4,13.61
27054,20050856,1,140.2,138.42
27055,20050856,0,140.2,144.92
27056,20050856,7,136.0,134.16
27057,20050856,6,127.7,127.53
27058,20050856,5,133.8,135.16
27059,20050856,4,133.8,138.05
27060,20050856,3,127.7,127.18
27061,20050856,2,136.0,134.89
27062,20050857,0,162.0,160.74
27063,20050857,1,131.9,130.72
27064,20050857,2,141.2,146.63
27065,20050857,3,140.0,141.22
27066,20050857,4,143.2,147.99
27067,20050857,5,197.9,197.0
27068,20050857,6,27.4,27.85
27069,20050857,7,21.6,22.99
27070,20050857,8,17.5,18.0
27071,20050857,9,52.7,52.02
27072,20050857,10,52.7,48.28
27073,20050858,0,138.2,137.34
27074,20050858,1,129.0,129.64
27075,20050858,2,150.2,149.57
27076,20050858,3,152.4,151.9
27077,20050858,4,127.5,132.05
27078,20050858,5,63.2,59.54
27079,20050858,6,16.3,15.14
27080,20050858,7,63.2,65.06
27081,20050858,8,16.3,15.86
27082,20050858,11,63.0,60.38
27083,20050858,12,16.2,15.08
27084,20050858,9,63.0,59.48
27085,20050858,10,16.2,15.33
27086,20050861,0,143.4,141.81
27087,20050861,1,154.4,154.87
27088,20050861,2,138.3,145.97
27089,20050861,3,136.3,128.34
27090,20050861,4,16.2,12.85
27091,20050861,5,62.0,65.14
27092,20050861,6,16.2,16.26
27093,20050861,7,62.0,58.35
27094,20050861,8,16.2,14.85
27095,20050861,9,130.2,133.8
27096,20050861,10,127.6,128.22
27097,20050861,11,131.9,126.92
27098,20050862,0,90.6,107.79
27099,20050862,1,175.1,163.06
27100,20050862,2,168.2,162.35
27101,20050862,3,37.9,42.59
27102,20050862,4,12.5,13.59
27103,20050862,5,42.3,39.79
27104,20050862,6,13.9,10.22
27105,20050862,7,52.0,51.91
27106,20050862,8,10.6,13.03
27107,20050862,9,52.0,44.9
27108,20050862,10,10.6,14.66
27109,20050862,11,16.3,14.89
27110,20050862,12,61.5,57.55
27111,20050862,13,16.3,15.29
27112,20050862,14,61.5,60.66
27113,20050863,0,130.4,132.8
27114,20050863,1,128.1,127.88
27115,20050863,2,130.0,135.5
27116,20050863,4,130.0,132.49
27117,20050863,5,128.1,127.73
27118,20050863,6,127.3,150.8
27119,20050863,7,111.8,127.68
27120,20050863,9,36.3,40.85
27121,20050863,10,36.3,42.93
27122,20050864,0,117.7,106.66
27123,20050864,1,157.0,157.4
27124,20050864,3,134.1,131.3
27125,20050864,4,40.6,35.64
27126,20050864,5,40.6,42.14
27127,20050885,0,128.8,131.11
27128,20050885,1,148.6,151.68
27129,20050885,2,148.6,151.38
27130,20050885,3,128.8,132.66
27131,20050885,4,31.7,36.79
27132,20050885,5,17.3,18.01
27133,20050885,6,17.3,18.04
27134,20050885,7,138.1,140.27
27135,20050885,10,125.3,125.5
27136,20050898,0,120.6,120.07
27137,20050898,1,124.2,123.89
27138,20050898,2,114.9,114.42
27139,20050898,3,129.6,129.65
27140,20050898,4,147.1,144.66
27141,20050898,5,125.4,126.56
27142,20050898,6,137.9,136.92
27143,20050898,7,164.3,161.74
27144,20050898,8,60.9,59.8
27145,20050898,9,14.8,13.3
27146,20050921,0,71.1,75.95
27147,20050921,1,76.0,71.13
27148,20050921,2,34.2,37.13
27149,20050921,3,20.2,20.85
27150,20050921,4,18.3,17.56
27151,20050921,5,142.3,143.51
27152,20050921,10,129.1,125.88
27153,20050921,9,126.2,125.49
27154,20050921,8,135.1,135.16
27155,20050921,7,126.2,128.2
27156,20050921,6,129.1,129.17
27157,20050921,11,123.1,123.5
27158,20050928,0,146.2,146.52
27159,20050928,1,134.3,133.23
27160,20050928,2,117.8,118.74
27161,20050928,3,58.4,60.17
27162,20050928,4,53.4,52.43
27163,20050928,5,198.8,201.81
27164,20050928,6,27.2,29.3
27165,20050928,7,73.3,72.82
27166,20050928,10,72.9,72.95
27167,20050929,0,50.2,50.9
27168,20050929,3,62.3,63.43
27169,20050929,13,16.5,15.76
27170,20050929,1,62.3,61.27
27171,20050929,4,71.5,69.81
27172,20050929,5,45.8,45.11
27173,20050929,6,54.7,55.4
27174,20050929,7,146.2,145.31
27175,20050929,12,111.5,110.86
27176,20050929,11,129.2,129.12
27177,20050929,10,116.4,114.09
27178,20050929,9,129.2,128.94
27179,20050929,8,111.5,109.06
27180,20050929,2,16.5,15.83
27181,20050932,0,47.8,49.53
27182,20050932,1,64.5,65.24
27183,20050932,2,16.3,15.75
27184,20050932,3,64.6,59.01
27185,20050932,4,16.3,15.04
27186,20050932,5,120.1,122.44
27187,20050932,6,22.3,20.53
27188,20050937,0,196.3,206.37
27189,20050937,1,45.4,47.59
27190,20050939,0,127.1,141.69
27191,20050939,1,137.9,154.42
27192,20050939,2,30.2,36.17
27193,20050939,3,29.9,35.36
27194,20050939,4,34.6,35.21
27195,20050939,5,131.1,131.31
27196,20050939,6,131.1,133.11
27197,20050939,7,132.0,133.68
27198,20050939,8,128.3,126.71
27199,20050939,10,128.3,128.14
27200,20050939,11,132.0,133.45
27201,20050939,16,132.0,131.92
27202,20050939,15,128.3,128.55
27203,20050939,13,128.3,128.25
27204,20050939,12,132.0,132.93
27205,20051165,0,115.1,116.67
27206,20051165,1,157.2,159.46
27207,20051165,4,62.2,57.71
27208,20051165,5,16.3,15.04
27209,20051165,6,28.2,34.26
27210,20051165,8,27.9,31.16
27211,20051169,0,142.9,141.11
27212,20051169,2,118.5,117.02
27213,20051169,3,112.6,114.26
27214,20051169,4,149.9,149.85
27215,20051169,5,122.4,122.51
27216,20051169,7,130.9,131.77
27217,20051169,8,120.7,122.77
27218,20051169,10,53.7,50.54
27219,20051169,9,53.7,49.6
27220,20051175,0,67.9,60.09
27221,20051175,7,63.2,58.07
27222,20051175,5,63.4,64.57
27223,20051175,9,167.3,174.78
27224,20051175,10,135.2,135.33
27225,20051176,0,53.1,54.22
